WORLD:

Rows: 20
Columns: 80
Log Rows: 10
Log Columns: 100
Turn: 73

ORGANISM:

Wolf (11, 13): Age - 72, Strength - 9
Dandelion (4, 47): Spread to (3, 47)
-- Turn 59 --
Fox (11, 14): Moved to (11, 15)
Wolf (13, 13): Moved to (13, 12)
Antelope (12, 8): Moved to (14, 8)
Sheep (8, 6): Was created
Sheep (6, 6): Reproduce with Sheep (7, 6)
Sheep (7, 1): Was created
Sheep (5, 1): Reproduce with Sheep (6, 1)
Sheep (8, 2): Moved to (8, 1)
Sheep (6, 9): Was created
Sheep (4, 9): Reproduce with Sheep (5, 9)
Sheep (8, 0): Was created
Sheep (7, 0): Reproduce with Sheep (6, 0)
Sheep (7, 8): Was created
Sheep (6, 7): Reproduce with Sheep (7, 7)
Sheep (6, 10): Was created
Sheep (6, 8): Reproduce with Sheep (6, 9)
Sheep (8, 2): Was created
Sheep (7, 3): Reproduce with Sheep (8, 3)
Sheep (8, 9): Was created
Sheep (7, 9): Reproduce with Sheep (7, 8)
Sheep (0, 13): Was created
Sheep (0, 11): Reproduce with Sheep (0, 12)
Sheep (9, 7): Was created
Sheep (8, 7): Reproduce with Sheep (8, 8)
Sheep (8, 8): Moved to (9, 8)
Sheep (3, 12): Was created
Sheep (2, 12): Reproduce with Sheep (2, 11)
Sheep (5, 11): Was created
Sheep (5, 9): Reproduce with Sheep (5, 10)
Sheep (6, 11): Was created
Sheep (5, 10): Reproduce with Sheep (5, 11)
Sheep (4, 12): Was created
Sheep (4, 11): Reproduce with Sheep (5, 11)
Sheep (11, 5): Was created
Sheep (10, 5): Reproduce with Sheep (9, 5)
Sheep (11, 6): Was created
Sheep (9, 6): Reproduce with Sheep (10, 6)
Sheep (10, 4): Moved to (10, 3)
Sheep (1, 12): Moved to (1, 13)
Sheep (10, 7): Was created
Sheep (10, 6): Reproduce with Sheep (10, 5)
Sheep (9, 2): Was created
Sheep (9, 3): Reproduce with Sheep (9, 4)
Turtle (1, 15): Moved to (0, 15)
Grass (11, 56): Was created
Grass (11, 55): Spread to (11, 56)
Guarana (0, 34): Was created
Guarana (0, 35): Spread to (0, 34)
Dandelion (13, 23): Was created
Dandelion (13, 24): Spread to (13, 23)
Dandelion (5, 33): Was created
Dandelion (6, 33): Spread to (5, 33)
Deadly Nightshade (18, 16): Was created
Deadly Nightshade (19, 16): Spread to (18, 16)
Dandelion (18, 54): Was created
Dandelion (18, 53): Spread to (18, 54)
Dandelion (5, 32): Was created
Dandelion (6, 32): Spread to (5, 32)
Dandelion (6, 49): Was created
Dandelion (6, 48): Spread to (6, 49)
Dandelion (2, 47): Was created
Dandelion (3, 47): Spread to (2, 47)
-- Turn 60 --
Fox (11, 15): Moved to (11, 16)
Wolf (13, 12): Moved to (13, 11)
Antelope (14, 8): Moved to (14, 6)
Sheep (9, 1): Was created
Sheep (8, 1): Reproduce with Sheep (8, 2)
Sheep (8, 8): Was created
Sheep (6, 8): Reproduce with Sheep (7, 8)
Sheep (7, 10): Was created
Sheep (7, 9): Reproduce with Sheep (7, 8)
Sheep (1, 12): Was created
Sheep (0, 11): Reproduce with Sheep (0, 12)
Sheep (10, 8): Was created
Sheep (9, 8): Reproduce with Sheep (8, 8)
Sheep (2, 12): Moved to (2, 13)
Sheep (2, 12): Was created
Sheep (1, 11): Reproduce with Sheep (1, 12)
Sheep (10, 4): Was created
Sheep (9, 4): Reproduce with Sheep (8, 4)
Sheep (0, 14): Was created
Sheep (0, 12): Reproduce with Sheep (0, 13)
Sheep (12, 5): Was created
Sheep (10, 5): Reproduce with Sheep (11, 5)
Sheep (11, 3): Was created
Sheep (10, 3): Reproduce with Sheep (9, 3)
Sheep (1, 14): Was created
Sheep (1, 13): Reproduce with Sheep (2, 13)
Sheep (10, 2): Was created
Sheep (9, 3): Reproduce with Sheep (10, 3)
Sheep (8, 0): Moved to (9, 0)
Sheep (8, 0): Was created
Sheep (8, 2): Reproduce with Sheep (8, 1)
Sheep (8, 9): Moved to (8, 10)
Sheep (9, 9): Was created
Sheep (9, 7): Reproduce with Sheep (9, 8)
Sheep (3, 13): Was created
Sheep (3, 12): Reproduce with Sheep (3, 11)
Sheep (5, 12): Was created
Sheep (5, 11): Reproduce with Sheep (4, 11)
Sheep (6, 11): Moved to (6, 12)
Sheep (4, 13): Was created
Sheep (4, 12): Reproduce with Sheep (4, 11)
Sheep (11, 4): Was created
Sheep (11, 5): Reproduce with Sheep (12, 5)
Sheep (12, 6): Was created
Sheep (11, 6): Reproduce with Sheep (11, 5)
Sheep (11, 7): Was created
Sheep (10, 7): Reproduce with Sheep (10, 6)
Sheep (10, 1): Was created
Sheep (9, 2): Reproduce with Sheep (9, 1)
Hogweed (13, 22): Was created
Hogweed (13, 21): Spread to (13, 22)
Grass (8, 55): Was created
Grass (9, 55): Spread to (8, 55)
Grass (13, 56): Was created
Grass (13, 55): Spread to (13, 56)
Grass (6, 52): Was created
Grass (7, 52): Spread to (6, 52)
Dandelion (8, 27): Was created
Dandelion (8, 26): Spread to (8, 27)
Grass (6, 53): Was created
Grass (7, 53): Spread to (6, 53)
Dandelion (4, 48): Was created
Dandelion (4, 47): Spread to (4, 48)
Dandelion (10, 23): Was created
Dandelion (11, 23): Spread to (10, 23)
Dandelion (11, 22): Was created
Dandelion (11, 23): Spread to (11, 22)
Grass (12, 57): Was created
Grass (12, 56): Spread to (12, 57)
Hogweed (12, 20): Was created
Hogweed (12, 21): Spread to (12, 20)
Dandelion (4, 34): Was created
Dandelion (5, 34): Spread to (4, 34)
Dandelion (19, 54): Was created
Dandelion (18, 54): Spread to (19, 54)
Dandelion (2, 46): Was created
Dandelion (2, 47): Spread to (2, 46)
-- Turn 61 --
Fox (11, 16): Moved to (11, 17)
Wolf (13, 11): Moved to (13, 12)
Antelope (14, 6): Attacked Sheep (12, 6)
Sheep (12, 6): Died
Sheep (8, 9): Was created
Sheep (7, 9): Reproduce with Sheep (7, 8)
Sheep (2, 13): Moved to (2, 14)
Sheep (6, 11): Was created
Sheep (5, 10): Reproduce with Sheep (6, 10)
Sheep (1, 13): Moved to (2, 13)
Sheep (10, 0): Was created
Sheep (9, 0): Reproduce with Sheep (9, 1)
Sheep (7, 11): Was created
Sheep (6, 10): Reproduce with Sheep (7, 10)
Sheep (9, 10): Was created
Sheep (8, 10): Reproduce with Sheep (8, 9)
Sheep (0, 13): Moved to (1, 13)
Sheep (3, 14): Was created
Sheep (3, 12): Reproduce with Sheep (3, 13)
Sheep (6, 12): Moved to (6, 13)
Sheep (12, 7): Was created
Sheep (11, 6): Reproduce with Sheep (11, 7)
Sheep (8, 11): Was created
Sheep (7, 10): Reproduce with Sheep (8, 10)
Sheep (0, 13): Was created
Sheep (1, 12): Reproduce with Sheep (0, 12)
Sheep (11, 8): Was created
Sheep (10, 8): Reproduce with Sheep (9, 8)
Sheep (0, 14): Attacked Turtle (0, 15)
Turtle (0, 15): Pushed Sheep (0, 14) back
Sheep (12, 5): Moved to (13, 5)
Sheep (12, 3): Was created
Sheep (11, 3): Reproduce with Sheep (11, 4)
Sheep (1, 15): Was created
Sheep (1, 14): Reproduce with Sheep (2, 14)
Sheep (11, 2): Was created
Sheep (10, 2): Reproduce with Sheep (10, 1)
Sheep (9, 9): Moved to (10, 9)
Sheep (5, 12): Moved to (5, 13)
Sheep (4, 14): Was created
Sheep (4, 13): Reproduce with Sheep (3, 13)
Sheep (12, 4): Was created
Sheep (11, 4): Reproduce with Sheep (10, 4)
Sheep (11, 1): Was created
Sheep (10, 1): Reproduce with Sheep (9, 1)
Deadly Nightshade (16, 18): Was created
Deadly Nightshade (17, 18): Spread to (16, 18)
Guarana (1, 46): Was created
Guarana (1, 45): Spread to (1, 46)
Guarana (2, 35): Was created
Guarana (1, 35): Spread to (2, 35)
Dandelion (9, 24): Was created
Dandelion (10, 24): Spread to (9, 24)
Dandelion (4, 33): Was created
Dandelion (5, 33): Spread to (4, 33)
Dandelion (9, 23): Was created
Dandelion (10, 23): Spread to (9, 23)
Dandelion (10, 22): Was created
Dandelion (11, 22): Spread to (10, 22)
Grass (12, 58): Was created
Grass (12, 57): Spread to (12, 58)
Dandelion (3, 46): Was created
Dandelion (2, 46): Spread to (3, 46)
-- Turn 62 --
Fox (11, 17): Moved to (11, 16)
Wolf (13, 12): Moved to (14, 12)
Antelope (12, 6): Moved to (14, 6)
Sheep (9, 9): Was created
Sheep (9, 8): Reproduce with Sheep (10, 8)
Sheep (2, 15): Was created
Sheep (2, 14): Reproduce with Sheep (2, 13)
Sheep (5, 12): Was created
Sheep (4, 11): Reproduce with Sheep (5, 11)
Sheep (11, 0): Was created
Sheep (9, 0): Reproduce with Sheep (10, 0)
Sheep (6, 12): Was created
Sheep (5, 11): Reproduce with Sheep (6, 11)
Sheep (7, 13): Was created
Sheep (6, 13): Reproduce with Sheep (5, 13)
Sheep (12, 5): Was created
Sheep (11, 5): Reproduce with Sheep (11, 4)
Sheep (12, 6): Was created
Sheep (11, 6): Reproduce with Sheep (11, 5)
Sheep (11, 9): Was created
Sheep (10, 8): Reproduce with Sheep (10, 9)
Sheep (0, 14): Attacked Turtle (0, 15)
Turtle (0, 15): Pushed Sheep (0, 14) back
Sheep (13, 5): Moved to (14, 5)
Sheep (10, 9): Moved to (10, 10)
Sheep (5, 14): Was created
Sheep (5, 13): Reproduce with Sheep (4, 13)
Sheep (7, 12): Was created
Sheep (7, 11): Reproduce with Sheep (6, 11)
Sheep (9, 10): Moved to (9, 11)
Sheep (3, 15): Was created
Sheep (3, 14): Reproduce with Sheep (3, 13)
Sheep (13, 7): Was created
Sheep (12, 7): Reproduce with Sheep (11, 7)
Sheep (8, 12): Was created
Sheep (8, 11): Reproduce with Sheep (8, 10)
Sheep (12, 8): Was created
Sheep (11, 8): Reproduce with Sheep (10, 8)
Sheep (12, 3): Moved to (13, 3)
Sheep (1, 15): Moved to (1, 16)
Sheep (12, 2): Was created
Sheep (11, 2): Reproduce with Sheep (11, 3)
Sheep (4, 15): Was created
Sheep (4, 14): Reproduce with Sheep (4, 13)
Sheep (13, 4): Was created
Sheep (12, 4): Reproduce with Sheep (12, 5)
Sheep (12, 1): Was created
Sheep (11, 1): Reproduce with Sheep (11, 0)
Dandelion (6, 31): Was created
Dandelion (6, 32): Spread to (6, 31)
Dandelion (6, 30): Was created
Dandelion (7, 30): Spread to (6, 30)
Guarana (3, 45): Was created
Guarana (3, 44): Spread to (3, 45)
Dandelion (2, 48): Was created
Dandelion (2, 47): Spread to (2, 48)
Dandelion (12, 22): Was created
Dandelion (11, 22): Spread to (12, 22)
Dandelion (4, 35): Was created
Dandelion (4, 34): Spread to (4, 35)
Dandelion (19, 55): Was created
Dandelion (19, 54): Spread to (19, 55)
-- Turn 63 --
Fox (11, 16): Moved to (11, 17)
Wolf (14, 12): Moved to (14, 11)
Antelope (14, 6): Moved to (14, 8)
Sheep (10, 9): Was created
Sheep (9, 8): Reproduce with Sheep (9, 9)
Sheep (8, 10): Moved to (9, 10)
Sheep (1, 15): Was created
Sheep (1, 13): Reproduce with Sheep (1, 14)
Sheep (6, 14): Was created
Sheep (6, 13): Reproduce with Sheep (7, 13)
Sheep (13, 6): Was created
Sheep (11, 6): Reproduce with Sheep (12, 6)
Sheep (8, 10): Was created
Sheep (7, 10): Reproduce with Sheep (7, 11)
Sheep (0, 14): Attacked Turtle (0, 15)
Turtle (0, 15): Pushed Sheep (0, 14) back
Sheep (14, 5): Moved to (15, 5)
Sheep (12, 3): Was created
Sheep (11, 3): Reproduce with Sheep (10, 3)
Sheep (11, 10): Was created
Sheep (10, 10): Reproduce with Sheep (9, 10)
Sheep (5, 15): Was created
Sheep (5, 13): Reproduce with Sheep (5, 14)
Sheep (10, 11): Was created
Sheep (9, 11): Reproduce with Sheep (9, 10)
Sheep (13, 8): Was created
Sheep (11, 8): Reproduce with Sheep (12, 8)
Sheep (14, 3): Was created
Sheep (13, 3): Reproduce with Sheep (13, 4)
Sheep (1, 16): Moved to (0, 16)
Sheep (12, 0): Was created
Sheep (11, 1): Reproduce with Sheep (11, 0)
Sheep (2, 16): Was created
Sheep (2, 15): Reproduce with Sheep (3, 15)
Sheep (8, 13): Was created
Sheep (7, 13): Reproduce with Sheep (7, 12)
Sheep (13, 5): Was created
Sheep (12, 5): Reproduce with Sheep (12, 6)
Sheep (14, 6): Was created
Sheep (12, 6): Reproduce with Sheep (13, 6)
Sheep (12, 9): Was created
Sheep (11, 9): Reproduce with Sheep (11, 8)
Sheep (6, 15): Was created
Sheep (5, 14): Reproduce with Sheep (5, 15)
Sheep (9, 12): Was created
Sheep (7, 12): Reproduce with Sheep (8, 12)
Sheep (3, 15): Moved to (3, 16)
Sheep (14, 7): Was created
Sheep (13, 7): Reproduce with Sheep (13, 8)
Sheep (13, 2): Was created
Sheep (12, 2): Reproduce with Sheep (11, 2)
Sheep (3, 15): Was created
Sheep (4, 15): Reproduce with Sheep (4, 14)
Sheep (14, 4): Was created
Sheep (13, 4): Reproduce with Sheep (12, 4)
Sheep (13, 1): Was created
Sheep (12, 1): Reproduce with Sheep (12, 2)
Turtle (0, 15): Attacked Sheep (0, 14)
Turtle (0, 14): Died
Grass (7, 54): Was created
Grass (8, 54): Spread to (7, 54)
Dandelion (7, 29): Was created
Dandelion (7, 30): Spread to (7, 29)
Dandelion (16, 54): Was created
Dandelion (17, 54): Spread to (16, 54)
Dandelion (3, 48): Was created
Dandelion (3, 47): Spread to (3, 48)
Dandelion (5, 31): Was created
Dandelion (5, 32): Spread to (5, 31)
Dandelion (1, 47): Was created
Dandelion (2, 47): Spread to (1, 47)
Dandelion (3, 34): Was created
Dandelion (4, 34): Spread to (3, 34)
Dandelion (4, 32): Was created
Dandelion (4, 33): Spread to (4, 32)
Dandelion (10, 21): Was created
Dandelion (10, 22): Spread to (10, 21)
Dandelion (2, 49): Was created
Dandelion (2, 48): Spread to (2, 49)
Dandelion (3, 35): Was created
Dandelion (4, 35): Spread to (3, 35)
-- Turn 64 --
Fox (11, 17): Moved to (11, 16)
Wolf (14, 11): Moved to (14, 12)
Antelope (14, 8): Attacked Sheep (14, 6)
Sheep (14, 6): Died
Sheep (7, 14): Was created
Sheep (6, 13): Reproduce with Sheep (7, 13)
Sheep (0, 15): Was created
Sheep (0, 14): Reproduce with Sheep (0, 13)
Sheep (15, 5): Moved to (15, 6)
Sheep (10, 12): Was created
Sheep (9, 11): Reproduce with Sheep (9, 12)
Sheep (1, 16): Was created
Sheep (0, 16): Reproduce with Sheep (0, 15)
Sheep (8, 14): Was created
Sheep (7, 13): Reproduce with Sheep (7, 14)
Sheep (12, 10): Was created
Sheep (11, 9): Reproduce with Sheep (11, 10)
Sheep (4, 16): Was created
Sheep (3, 16): Reproduce with Sheep (3, 15)
Sheep (15, 7): Was created
Sheep (13, 7): Reproduce with Sheep (14, 7)
Sheep (13, 6): Attacked Antelope (14, 6)
Antelope (14, 6): Died
Sheep (11, 11): Was created
Sheep (11, 10): Reproduce with Sheep (12, 10)
Sheep (5, 16): Was created
Sheep (5, 15): Reproduce with Sheep (5, 14)
Sheep (14, 8): Was created
Sheep (13, 8): Reproduce with Sheep (12, 8)
Sheep (15, 3): Was created
Sheep (14, 3): Reproduce with Sheep (13, 3)
Sheep (13, 0): Was created
Sheep (12, 0): Reproduce with Sheep (12, 1)
Sheep (2, 17): Was created
Sheep (2, 16): Reproduce with Sheep (3, 16)
Sheep (8, 13): Moved to (9, 13)
Sheep (14, 5): Was created
Sheep (13, 5): Reproduce with Sheep (12, 5)
Sheep (12, 9): Moved to (13, 9)
Sheep (6, 15): Moved to (7, 15)
Sheep (13, 6): Was created
Sheep (14, 7): Reproduce with Sheep (14, 6)
Sheep (14, 2): Was created
Sheep (13, 2): Reproduce with Sheep (12, 2)
Sheep (14, 4): Moved to (15, 4)
Sheep (14, 1): Was created
Sheep (13, 1): Reproduce with Sheep (13, 0)
Hogweed (11, 21): Was created
Hogweed (12, 21): Spread to (11, 21)
Dandelion (8, 24): Was created
Dandelion (8, 25): Spread to (8, 24)
Dandelion (6, 50): Was created
Dandelion (6, 49): Spread to (6, 50)
Grass (13, 57): Was created
Grass (12, 57): Spread to (13, 57)
Dandelion (1, 48): Was created
Dandelion (2, 48): Spread to (1, 48)
Dandelion (6, 29): Was created
Dandelion (7, 29): Spread to (6, 29)
Dandelion (3, 32): Was created
Dandelion (4, 32): Spread to (3, 32)
Dandelion (1, 49): Was created
Dandelion (2, 49): Spread to (1, 49)
-- Turn 65 --
Fox (11, 16): Moved to (10, 16)
Wolf (14, 12): Moved to (14, 11)
Sheep (8, 13): Was created
Sheep (6, 13): Reproduce with Sheep (7, 13)
Sheep (15, 6): Moved to (15, 5)
Sheep (12, 9): Was created
Sheep (12, 7): Reproduce with Sheep (12, 8)
Sheep (14, 4): Was created
Sheep (13, 3): Reproduce with Sheep (13, 4)
Sheep (0, 17): Was created
Sheep (0, 16): Reproduce with Sheep (1, 16)
Sheep (6, 15): Was created
Sheep (5, 14): Reproduce with Sheep (5, 15)
Sheep (3, 17): Was created
Sheep (3, 16): Reproduce with Sheep (4, 16)
Sheep (4, 17): Was created
Sheep (4, 15): Reproduce with Sheep (4, 16)
Sheep (6, 16): Was created
Sheep (6, 14): Reproduce with Sheep (6, 15)
Sheep (14, 6): Moved to (15, 6)
Sheep (13, 10): Was created
Sheep (11, 10): Reproduce with Sheep (12, 10)
Sheep (14, 9): Was created
Sheep (13, 8): Reproduce with Sheep (13, 9)
Sheep (16, 3): Was created
Sheep (14, 3): Reproduce with Sheep (15, 3)
Sheep (1, 17): Was created
Sheep (2, 16): Reproduce with Sheep (1, 16)
Sheep (9, 13): Moved to (9, 14)
Sheep (14, 6): Was created
Sheep (13, 5): Reproduce with Sheep (14, 5)
Sheep (14, 10): Was created
Sheep (13, 9): Reproduce with Sheep (13, 10)
Sheep (7, 15): Moved to (7, 16)
Sheep (9, 13): Was created
Sheep (9, 12): Reproduce with Sheep (10, 12)
Sheep (15, 8): Was created
Sheep (14, 7): Reproduce with Sheep (14, 8)
Sheep (15, 2): Was created
Sheep (13, 2): Reproduce with Sheep (14, 2)
Sheep (16, 4): Was created
Sheep (15, 4): Reproduce with Sheep (15, 5)
Sheep (7, 15): Was created
Sheep (7, 14): Reproduce with Sheep (6, 14)
Sheep (10, 12): Moved to (10, 13)
Sheep (8, 15): Was created
Sheep (8, 14): Reproduce with Sheep (9, 14)
Sheep (12, 11): Was created
Sheep (12, 10): Reproduce with Sheep (12, 9)
Sheep (5, 17): Was created
Sheep (4, 16): Reproduce with Sheep (5, 16)
Sheep (15, 7): Moved to (16, 7)
Sheep (11, 12): Was created
Sheep (11, 11): Reproduce with Sheep (10, 11)
Sheep (6, 17): Was created
Sheep (5, 16): Reproduce with Sheep (6, 16)
Sheep (16, 8): Was created
Sheep (14, 8): Reproduce with Sheep (15, 8)
Sheep (16, 2): Was created
Sheep (15, 3): Reproduce with Sheep (15, 2)
Sheep (14, 0): Was created
Sheep (13, 0): Reproduce with Sheep (12, 0)
Sheep (2, 17): Moved to (2, 18)
Sheep (15, 1): Was created
Sheep (14, 2): Reproduce with Sheep (15, 2)
Sheep (15, 0): Was created
Sheep (14, 1): Reproduce with Sheep (14, 0)
Guarana (1, 34): Was created
Guarana (1, 35): Spread to (1, 34)
Dandelion (17, 55): Was created
Dandelion (17, 54): Spread to (17, 55)
Dandelion (2, 45): Was created
Dandelion (2, 46): Spread to (2, 45)
Grass (8, 56): Was created
Grass (8, 55): Spread to (8, 56)
Dandelion (4, 49): Was created
Dandelion (4, 48): Spread to (4, 49)
Grass (11, 58): Was created
Grass (12, 58): Spread to (11, 58)
Dandelion (5, 30): Was created
Dandelion (6, 30): Spread to (5, 30)
Dandelion (18, 55): Was created
Dandelion (19, 55): Spread to (18, 55)
Dandelion (4, 31): Was created
Dandelion (4, 32): Spread to (4, 31)
Dandelion (2, 34): Was created
Dandelion (3, 34): Spread to (2, 34)
Hogweed (11, 20): Was created
Hogweed (11, 21): Spread to (11, 20)
Dandelion (8, 23): Was created
Dandelion (8, 24): Spread to (8, 23)
Dandelion (6, 28): Was created
Dandelion (6, 29): Spread to (6, 28)
Dandelion (2, 32): Was created
Dandelion (3, 32): Spread to (2, 32)
Dandelion (3, 33): Was created
Dandelion (3, 32): Spread to (3, 33)
-- Turn 66 --
Fox (10, 16): Moved to (10, 17)
Wolf (14, 11): Moved to (13, 11)
Sheep (15, 5): Moved to (16, 5)
Sheep (10, 12): Was created
Sheep (9, 11): Reproduce with Sheep (9, 12)
Sheep (0, 18): Was created
Sheep (0, 16): Reproduce with Sheep (0, 17)
Sheep (2, 17): Was created
Sheep (3, 16): Reproduce with Sheep (2, 16)
Sheep (15, 6): Moved to (15, 7)
Sheep (9, 14): Moved to (10, 14)
Sheep (15, 9): Was created
Sheep (13, 9): Reproduce with Sheep (14, 9)
Sheep (7, 16): Moved to (8, 16)
Sheep (15, 6): Was created
Sheep (14, 7): Reproduce with Sheep (15, 7)
Sheep (15, 5): Was created
Sheep (15, 4): Reproduce with Sheep (16, 4)
Sheep (7, 16): Was created
Sheep (7, 14): Reproduce with Sheep (7, 15)
Sheep (10, 13): Moved to (11, 13)
Sheep (9, 14): Was created
Sheep (8, 14): Reproduce with Sheep (7, 14)
Sheep (12, 12): Was created
Sheep (12, 10): Reproduce with Sheep (12, 11)
Sheep (17, 7): Was created
Sheep (16, 7): Reproduce with Sheep (16, 8)
Sheep (2, 18): Moved to (3, 18)
Sheep (1, 18): Was created
Sheep (0, 17): Reproduce with Sheep (1, 17)
Sheep (4, 18): Was created
Sheep (3, 17): Reproduce with Sheep (4, 17)
Sheep (5, 18): Was created
Sheep (4, 17): Reproduce with Sheep (5, 17)
Sheep (17, 3): Was created
Sheep (16, 3): Reproduce with Sheep (16, 4)
Sheep (14, 10): Moved to (14, 11)
Sheep (9, 13): Moved to (10, 13)
Sheep (16, 4): Moved to (17, 4)
Sheep (7, 17): Was created
Sheep (7, 15): Reproduce with Sheep (7, 16)
Sheep (9, 15): Was created
Sheep (8, 15): Reproduce with Sheep (8, 14)
Sheep (13, 12): Was created
Sheep (11, 12): Reproduce with Sheep (12, 12)
Sheep (6, 18): Was created
Sheep (6, 17): Reproduce with Sheep (7, 17)
Sheep (17, 8): Was created
Sheep (16, 8): Reproduce with Sheep (15, 8)
Sheep (16, 2): Moved to (16, 1)
Sheep (17, 1): Was created
Sheep (15, 1): Reproduce with Sheep (16, 1)
Sheep (16, 0): Was created
Sheep (15, 0): Reproduce with Sheep (15, 1)
Dandelion (5, 48): Was created
Dandelion (6, 48): Spread to (5, 48)
Dandelion (7, 25): Was created
Dandelion (8, 25): Spread to (7, 25)
Dandelion (5, 49): Was created
Dandelion (6, 49): Spread to (5, 49)
Dandelion (9, 22): Was created
Dandelion (10, 22): Spread to (9, 22)
Grass (13, 58): Was created
Grass (12, 58): Spread to (13, 58)
Dandelion (10, 20): Was created
Dandelion (10, 21): Spread to (10, 20)
Dandelion (3, 49): Was created
Dandelion (2, 49): Spread to (3, 49)
Dandelion (16, 55): Was created
Dandelion (16, 54): Spread to (16, 55)
Dandelion (5, 50): Was created
Dandelion (6, 50): Spread to (5, 50)
Dandelion (4, 30): Was created
Dandelion (5, 30): Spread to (4, 30)
Dandelion (3, 31): Was created
Dandelion (4, 31): Spread to (3, 31)
Dandelion (6, 27): Was created
Dandelion (6, 28): Spread to (6, 27)
-- Turn 67 --
Fox (10, 17): Moved to (10, 18)
Wolf (13, 11): Attacked Sheep (13, 12)
Sheep (13, 12): Died
Sheep (16, 5): Moved to (17, 5)
Sheep (9, 13): Was created
Sheep (8, 12): Reproduce with Sheep (9, 12)
Sheep (10, 14): Moved to (10, 15)
Sheep (14, 10): Was created
Sheep (13, 9): Reproduce with Sheep (14, 9)
Sheep (8, 16): Moved to (9, 16)
Sheep (16, 4): Was created
Sheep (15, 4): Reproduce with Sheep (14, 4)
Sheep (11, 13): Moved to (12, 13)
Sheep (16, 6): Was created
Sheep (16, 7): Reproduce with Sheep (15, 7)
Sheep (16, 2): Was created
Sheep (15, 3): Reproduce with Sheep (15, 2)
Sheep (2, 18): Was created
Sheep (3, 18): Reproduce with Sheep (3, 17)
Sheep (0, 19): Was created
Sheep (0, 17): Reproduce with Sheep (0, 18)
Sheep (13, 10): Moved to (13, 11)
Sheep (15, 10): Was created
Sheep (14, 9): Reproduce with Sheep (14, 10)
Sheep (16, 5): Was created
Sheep (16, 3): Reproduce with Sheep (16, 4)
Sheep (1, 19): Was created
Sheep (1, 17): Reproduce with Sheep (1, 18)
Sheep (14, 11): Moved to (14, 12)
Sheep (11, 13): Was created
Sheep (10, 13): Reproduce with Sheep (10, 12)
Sheep (18, 4): Was created
Sheep (17, 4): Reproduce with Sheep (17, 3)
Sheep (8, 16): Was created
Sheep (8, 15): Reproduce with Sheep (9, 15)
Sheep (13, 10): Was created
Sheep (12, 11): Reproduce with Sheep (12, 10)
Sheep (16, 9): Was created
Sheep (16, 8): Reproduce with Sheep (15, 8)
Sheep (18, 1): Was created
Sheep (16, 1): Reproduce with Sheep (17, 1)
Sheep (17, 0): Was created
Sheep (15, 0): Reproduce with Sheep (16, 0)
Sheep (16, 10): Was created
Sheep (15, 9): Reproduce with Sheep (15, 10)
Sheep (8, 17): Was created
Sheep (7, 16): Reproduce with Sheep (8, 16)
Sheep (10, 14): Was created
Sheep (9, 14): Reproduce with Sheep (9, 15)
Sheep (13, 13): Was created
Sheep (12, 12): Reproduce with Sheep (12, 13)
Sheep (17, 7): Moved to (18, 7)
Sheep (4, 18): Moved to (4, 19)
Sheep (5, 18): Moved to (4, 18)
Sheep (17, 3): Moved to (17, 2)
Sheep (7, 18): Was created
Sheep (7, 17): Reproduce with Sheep (7, 16)
Sheep (6, 18): Moved to (5, 18)
Sheep (17, 8): Moved to (17, 7)
Sheep (18, 0): Was created
Sheep (17, 1): Reproduce with Sheep (17, 0)
Dandelion (7, 28): Was created
Dandelion (8, 28): Spread to (7, 28)
Grass (5, 51): Was created
Grass (6, 51): Spread to (5, 51)
Dandelion (7, 27): Was created
Dandelion (8, 27): Spread to (7, 27)
Dandelion (0, 47): Was created
Dandelion (1, 47): Spread to (0, 47)
Dandelion (2, 50): Was created
Dandelion (2, 49): Spread to (2, 50)
Dandelion (0, 48): Was created
Dandelion (1, 48): Spread to (0, 48)
Dandelion (8, 22): Was created
Dandelion (8, 23): Spread to (8, 22)
Dandelion (5, 28): Was created
Dandelion (6, 28): Spread to (5, 28)
Dandelion (9, 21): Was created
Dandelion (9, 22): Spread to (9, 21)
Dandelion (3, 50): Was created
Dandelion (3, 49): Spread to (3, 50)
Dandelion (4, 50): Was created
Dandelion (5, 50): Spread to (4, 50)
Dandelion (5, 27): Was created
Dandelion (6, 27): Spread to (5, 27)
-- Turn 68 --
Fox (10, 18): Moved to (10, 17)
Wolf (13, 12): Attacked Sheep (13, 13)
Sheep (13, 13): Died
Sheep (18, 5): Was created
Sheep (17, 5): Reproduce with Sheep (17, 4)
Sheep (11, 15): Was created
Sheep (10, 15): Reproduce with Sheep (9, 15)
Sheep (9, 16): Moved to (9, 17)
Sheep (12, 13): Moved to (12, 14)
Sheep (17, 8): Was created
Sheep (16, 7): Reproduce with Sheep (17, 7)
Sheep (3, 19): Was created
Sheep (3, 18): Reproduce with Sheep (2, 18)
Sheep (13, 11): Moved to (14, 11)
Sheep (17, 3): Was created
Sheep (16, 3): Reproduce with Sheep (16, 2)
Sheep (14, 12): Moved to (13, 12)
Sheep (19, 4): Was created
Sheep (17, 4): Reproduce with Sheep (18, 4)
Sheep (9, 16): Was created
Sheep (8, 15): Reproduce with Sheep (8, 16)
Sheep (13, 11): Was created
Sheep (12, 11): Reproduce with Sheep (12, 12)
Sheep (6, 18): Was created
